,title,content
912, راهنمای خرید موبایل اندرویدی,"جامع ترین و بهترین راهنما برای خرید تلفن همراه هوشمند – معرفی و مقایسه بهترین گوشی های هوشمند اندرویدی (۷۰ گوشی) در ۱۰ رنج قیمت نکات مهم قبل از خرید تلفن همراه هوشمند:,– از کجا بدانیم چه سخت افزاری برای ما مناسب تر است؟,– از کجا بدانیم کدام گوشی دوربین با کیفیت تری دارد؟ لیست بهترین گوشی های موبایل از نظر کیفیت دوربین از دیدگاه وب سایتی معتبر و تخصصی,– ازکجا بدانیم چه صفحه نمایشی برای ما مناسب هست و کدام گوشی نمایشگر بهتری دارد؟,معرفی انواع صفحه نمایش و بیان مزایا و معایب آنها/مقایسه تصویری نمایشگر ۶ موبایل رده بالا,– از کجا بدانیم چه اندازه صفحه نمایشی برای ما مناسب تر است؟,– از کجا بدانیم چه گوشی کیفیت ساخت بهتری دارد و این مسئله چقدر می تواند اهمیت داشته باشد؟,– از کجا بدانیم خرید گوشی با قابلیت ضدآب و غبار چقدر اهمیت دارد؟,– از کجا بدانیم پشتیبانی از شبکه ۴G چقدر برای ما اهمیت دارد؟,– از کجا بدانیم کدام باتری زودتر شارژ می شود و دیرتر شارژش تمام می شود؟/معرفی تکنولوژی های شارژ سریع در گوشی ها/۱۵ گوشی برتر از نظر سرعت شارژ و عمر باتری"
913, نور زمین, آرتور چارلز کلارک، نویسنده داستان های علمی تخیلی، ازمشاهیر عصر حاضر است که در اغلب کشورها او را به دلیل رویاهای بلندپروازانه اش می شناسند؛ خصوصا به این خاطر که بسیاری از رویاهای او در زمان زندگی اش رنگ واقعیت به خود گرفت. وی تالیفات بسیاری در زمینه علوم و کاربردهای فناوری فضایی دارد که بسیاری از آنها الهام بخش هم عصرانش در بهره مندی از موهبت فضا بوده است.
914,دانلود تقویم رسمی سال ۱۳۹۵,تقویم رسمی سال ۱۳۹۵خورشیدی به همراه ماههای قمری و میلادی و مناسبتهای و تعطیلی های پیشبینی شده و رویدادهای نجومی سال جدید در قالب PDF
915, علم وراثت,علم ژنتیک یکی از شاخه‌های علوم زیستی است. بوسیله قوانین و مفاهیم موجود در این علم می‌توانیم به تشابه یا عدم تشابه دو موجود نسبت به یکدیگر پی ببریم و بدانیم که چطور و چرا چنین تشابه و یا عدم تشابه در داخل یک جامعه گیاهی و یا جامعه جانوری ، بوجود آمده است. علم ژنتیک علم انتقال اطلاعات بیولوژیکی از یک سلول به سلول دیگر ، از والد به نوزاد و بنابراین از یک نسل به نسل بعد است. ژنتیک با چگونگی این انتقالات که مبنای اختلالات و تشابهات موجود در ارگانیسم‌هاست، سروکار دارد. علم ژنتیک در مورد سرشت فیزیکی و شیمیایی این اطلاعات نیز صحبت می‌کند. کتاب حاضر علل و عوامل و نتایج توارث را، که بحثی آموزنده و در عین حال بس شیرین است، با زبانی بسیار واضح و روشن شرح می دهد.
916, آموزش پاورپوینت, پاورپوینت PowerPoint نرم افزاری ساده و کارآمد برای ساخت برنامه های چندرسانه ای کوچک (مانند کاتالوگهای الکترونیکی و برنامه های اطلاع رسانی ساده) است. معمولاً بیشترین مورد استفاده از پاور پوینت در مورد ساخت سیستم تصویری قابل نمایش در سمینارها و جلسات مهم میباشد. وجود الگوهای از پیش آماده شده، موجب میگردد که در سریعترین زمان به بهترین نتیجه دست یابید. یکی از آسانترین و جذابترین روش‌های آموزشی، استفاده از اسلایدهای آموزشی پاور پوینت است. با توجه به آسان بودن استفاده از این اسلایدها که عمدتا تنها با یک کلیک ساده امکان پذیر است. محیط رنگی و قابلیت افزودن عکس، جدول، نمودار، کلیپ آرت، صدا و ویدئو باعث جذابیت کار و تفهیم بهتر مطالب برای مخاطبان می‌شود
917, بهداشت و تنظیم خانواده, کتاب‌ بهداشت‌ و تنظیم‌ خانواده‌ مجموعه‌ چهار گفتار از آیت‌ الله‌ شهید دکتر بهشتی، بهشتی‌ است‌ که‌ در بهار سال‌۱۳۵۱ در جلسات‌ انجمن‌ اسلامی‌ پزشکان‌ با عنوان‌ «بهداشت‌ و تنظیم‌ خانواده‌ از نظر اسلام» ایراد شده‌ است. سابقه‌ طرح‌ بحث‌ به‌ اندکی‌ پیش‌ از آن‌ جلسات‌ بازمی‌گردد. در اوایل‌ دهه‌ پنجاه‌ سازمان‌ بهداشت‌ جهانی‌ تصمیم‌ گرفت‌ کنفرانسی‌ را در رباط، پایتخت‌ کشور مراکش، برگزار کند و دیدگاه‌ اندیشمندان‌ مسلمان‌ را در زمینه‌ تنظیم‌ خانواده‌ به‌ دست‌ آورد. بدین‌ منظور از صاحبنظران ‌۲۲ کشور مسلمان‌ دعوت‌ کرد تا مقالاتی‌ در این‌ زمینه‌ ارائه‌ دهند. در میان‌ دانشمندان‌ شیعی‌ از دکتر بهشتی‌ نیز خواسته‌ شد تا به‌ یکی‌ از موضوعات‌ مورد بحث‌ کنفرانس‌ بپردازد. ایشان‌ موضوع‌ نازا کردن‌ و سقط‌ جنین‌ را در فقه‌ اسلامی‌ و بویژه‌ فقه‌ شیعه‌ انتخاب‌ کرد و مورد بحث‌ و بررسی‌ قرار داد و صورت‌ مکتوب‌ آن‌ را با عنوان: «حکم‌ الاجهاض‌ و التعقیم‌ فی‌ الشریعه‌ الاسلامیه» ارسال‌ کرد. ایشان‌ معتقد بود که‌ بحث‌ پیشگیری‌ تا حد مطلوبی‌ مورد توجه‌ قرار گرفته‌ و در میان‌ فقهای‌ اسلامی‌ تحت‌ عنوان‌ عزل‌ از آن‌ بحث‌ شده‌ است، اما بحث‌ نازا کردن‌ و سقط‌ جنین‌ نیازمند بررسی‌ جدی‌تری‌ است، لذا این‌ بحث‌ را ادامه‌ داد. پس‌ از آن‌ فرصتی‌ فراهم‌ شد تا ایشان‌ بتواند در داخل‌ ایران، در محفلی‌ علمی، زاویه‌های‌ مختلف‌ این‌ بحث‌ را بکاود؛ در جمعی‌ که‌ از زبده‌ترین‌ محققان‌ کشور با تخصص های‌ مختلف‌ در آن‌ حضور داشتند. حاصل‌ این‌ بحثها نوارهایی‌ بود که‌ پیاده‌ شده‌ و به‌ صورت‌ کتاب‌ درآمده‌ است.
918, مثبت اندیش باش تا کامروا باشی!," یکی از بزرگترین نعمت ها و قدرت هایی که خداوند در اختیار انسان قرار داده است تا به نحو احسن از آن استفاده نماییم ، نعمت و قدرت انتخاب است! مثلاً انتخاب بین نگرش مثبت و یا منفی! نگرشی که اگه قدرش را بدانیم و از آن درست استفاده کنیم ، ما را به بزرگترین قله های سعادت و موفقیت دنیوی و اخروی رسانده و یا برعکسش، باعث بدبختی و گرفتاریها و حسرت خواهیم شد! انتخاب روش مثبت اندیشی در زندگی روشی هوشمندانه و عاقلانه می باشد، پس فرقی نمیکند که چه جنسیتی دارید،کاری به گذشته شما هم نداریم و یا اینکه مهم نیست هم اکنون چند ساله هستید و در چه شرایطی می باشید، چه طرز تفکری دارید و … مهم این است که از همین لحظه، بله، از همین لحظه، تصمیم بگیرید که با تغییر تفکر و نگرش خود نسبت به اتفاقات و اطرافیان، تبدیل به فردی موفق و مثبت اندیش بشوید، پس هم اکنون این انتخاب با شماست! مثبت اندیشی به شما کمک می کند تا به بهترین شکل با زندگی و اتفاقات کنار بیایید و یادتان باشد برای داشتن یک زندگی مثبت، در اولین قدم باید احساسات، افکار و باورهای خود را بشناسید و آنها را مهار نمایید.یک لحظه با خود فکر کنید که تا کنون از شنیدن اخبار منفی،آهنگهای منفی و غمگین و… که همه روزه از همه جا شنیده و یا خوانده می شود و یا سر و کله زدن با افراد منفی و شاکی و یا با غرغر کردن و بهانه تراشی های مختلفتان و …. چه سودی برده اید؟ براستی اینها چه منفعتی برای شما داشته اند؟ چقدر شما را به اهداف و خواسته هایتان نزدیک کرده اند ؟ چقدر باعث پیشرفت و بزرگ شدن شما شده اند؟ چقدر برایش به شما پول داده اند؟!,پس بیایید با تبدیل شدن به فردی مثبت اندیش و مثبت نگر، زندگی را به کام خود و اطرافیان شیرین کرده و مسیر موفقیت خود را بیش از پیش هموار نمایید. هرگز فراموش نکنید که نگرش شما، منوط به انتخاب است، گزینه‌ای که هر روز انتخاب می‌کنید. هم اکنون تصمیم بگیرید که نگرش و طرز فکری مثبت‌تر در خود ایجاد کنید بطوری که تزلزل‌ناپذیر و همیشگی باشد. قطعاً تاکنون با کتابها و مقالات بی شماری درباره مثبت اندیشی و اثرات آن مواجه شده اید که در اکثر موارد مطالب همگی یکسان و مشابه می باشد، اکنون در این کتاب برای شما مفیدترین و کاربردی ترین مطالب را در این زمینه گردآوری نموده ام و مطمئن هستم با خواندن و بکارگیری مطالب این کتاب به فردی مثبت اندیش تبدیل شده و معجزات و اثرات آن را در زندگی تان شاهد خواهید بود. فقط ذکر این نکته الزامی است که، صرفاً خواندن این کتاب کافی نمی باشد، بلکه باید با تصمیمی قاطع و اراده ای پولادین ، تمام نکات این کتاب را رعایت و در زندگی اجرا نمود تا شاهد اثرات آن باشید."
919, قحطی بزرگ, تاریخ دو سده اخیر ایران سرشار از حوادث مهمی است که به دلیل فقر تاریخنگاری معاصر مسکوت یا ناشناخته مانده است. تاکنون درباره قحطی بزرگ سال‌های ۱۹۱۷-۱۹۱۹ میلادی در ایران چیز زیادی نمی‌دانستیم و اهمیت و جایگاه بزرگ این حادثه را در تعیین سرنوشت جامعه ایران، به‌ویژه صعود دیکتاتوری پهلوی، نمی‌شناختیم. اینک به همت «دکتر محمدقلی مجد» می‌توانیم با نخستین پژوهش جدّی درباره این حادثه سرنوشت‌ساز آشنا شویم . دکتر محمد قلی مجد، بر اساس اسناد غنی موجود در مرکز اسناد ملّی ایالات متحده آمریکا (نارا)، تصویری هولناک از ایران در سال‌های جنگ جهانی اوّل و پس از آن به دست اورده است. اسناد علنی شده دولت آمریکا درباره دوره تاریخی فوق، که در کتاب (قحطی بزرگ و نسل‌کشی در ایران ۱۹۱۷-۱۹۱۹)، ثابت می‌کند که بزرگ‌ترین نسل‌کشی سده بیستم میلادی در ایران رخ داد و ایران بزرگ‌ترین قربانی جنگ اوّل جهانی بود. طبق تحقیق دکتر مجد، در طول سال‌های ۱۹۱۷-۱۹۱۹ بین هشت تا ده میلیون نفر از مردم ایران در اثر قحطی یا بیماری‌های ناشی از کمبود مواد غذایی و سوءتغذیه از میان رفتند و جمعیت ایران به شدت کاهش یافت. «قحطی بزرگ» عنوان اثر جدیدی است که توسط مؤسسه مطالعات و پژوهشهای سیاسی منتشر شده است. این اثر، پژوهشی است که به بررسی آثار و تبعات اقتصادی جنگ اول جهانی در ایران از جمله قحطی بزرگ سالهای ۱۲۹۸ ـ ۱۲۹۶ پرداخته است.
920, رویای صادقه: حقایقی ناشناخته از تاریخ مشروطیت ایران, با بررسی تاریخنگاری انقلاب مشروطه این نکته مسلم به نظر می رسد تاریخ مشروطیت ایران غالباً با نگاهی یک سویه و جهت دار نوشته شده و به ویژه کسانی که سنگ بنای نگارش این بخش از تاریخ را نهاده اند، پیش از آنکه در صدد کشف و تبیین بی طرفانه حقیقت باشند، مخدوش سازی چهره جناح مغلوب و توجیه اعمال جناح غالب در آن برهه حساس را مد نظر داشته اند. طبیعی است با چنین رویکردی به تاریخ، متون مزبور از تحریف حقایق و کتمان واقعیت مصون نخواهد بود. به خصوص اینکه تاریخنگاری مشروطیت ایران به جهت وجود نزاعهای سیاسی همواره آلوده به غرضورزی بوده و همین باعث کتمان حقایق و شایع شدن مشهورات نادرست شده است. «چون غرض آمد هنر پوشیده گشت.»
921, کاهش وزن با بدن آگاهی," , خود را طوری مجسم کنید که دوست دارید بنظر برسید. این تصویری است که باید در تمام مدت خواندن این کتاب در ذهن خود نگه دارید. همچنین تصویری است که باید همه عمر از خودتان داشته باشید. چرا که واقعا می توانید این گونه باشید. فهرست کتاب :, "
922, اسرار مرگ استالین, در روز ۵ مارس سال ۱۹۵۳، ژوزف استالین پیشوای اتحاد جماهیر شوروی سابق درگذشت. حیات سیاسی او به عنوان خودکامه ای که بر زندگی میلیون ها انسان استیلا داشت طی چند دهه مورد تجزیه و تحلیل و موشکافی قرار گرفته است. اما حدس و گمان و حتی جدال درباره آخرین روزهای زندگی او همچنان ادامه دارد. آیا استالین پس از خونریزی مغزی به دلایل طبیعی جان باخت یا چون قصد هدایت اتحاد جماهیر شوروی به سوی جنگی نافرخنده را داشت توسط اطرافیانش به قتل رسید؟ خاطرات لوزگاچف از وقایع آن شب، رادزینسکی را درباره علت واقعی خونریزی مغزی و مرگ استالین به شک انداخت. محافظ استالین تایید کرد که آن شب نه خود استالین بلکه خروستالف، سرمحافظ استالین بود که دستور آزادباش را داده بود. لوزگاچف گفت: “اگر استالین بود به طعنه از محافظان می پرسید: “می خواهید به رختخواب بروید؟” و چنان به ما خیره می شد که ما جرات نمی کردیم بگوییم بله! بنابراین ما از شنیدن دستور خروستالف حسابی شاد شدیم و بدون آنکه به آن فکر کنیم به رختخواب رفتیم.” صبح روز بعد استالین تا دیروقت از اتاقش خارج نشد. محافظان به تدریج نگران حال او شدند، اما هیچکدام جرات نداشتند به اتاق او بروند. آنها حق نداشتند مزاحم استالین شوند مگر آنکه او شخصا آنها را فرابخواند.
923, جغرافیای مفصل ایران – جلد ۱, اولین مؤلف کتاب‏های جغرافیا به منظور تدریس در دانشگاه آقای مسعود کیهان بود که در سال‏های ۱۳۱۰ تا ۱۳۱۲ جغرافیای مفصل ایران مشتمل بر سه بخش طبیعی، سیاسی و اقتصادی را در سه جلد تألیف کرد. جلد دوم این کتاب مربوط به جغرافیای سیاسی بود که با بیش از ۵۵۰ صفحه و ۲۸ نقشه و ۷۳ گراور در سال ۱۳۱۱ منتشر شد. در این کتاب در آغاز پس از شرح سرحدات قدیم و مختصری از تاریخ جغرافیایی، حدود و ثغور امپراتوری مورد بحث قرار گرفته و سپس سرحدات کنونی ایران و در ادامه درباره نژاد، خط، مذهب و آداب و رسوم مردم ایران، ایلات و طوایف شناخته شده ایران بحث شده است. بقیه کتاب تحت عنوان طرز حکومت و تشکیلات مملکتی ایران، به جزئیات تقسیمات کشوری در آن زمان پرداخته است و جلد سوم ‏این کتاب‎ ‎مربوط به اقتصاد ایران است .
924, نبرد من, نبرد من کتابی، که توسط آدولف هیتلر نوشته شده است، و بیانگر اندیشه‌های سیاسی هیتلر و نازیسم می‌باشد. هیتلر در سال ۱۹۲۴ هنگامی که در قلعه لندربرگ زندانی بود بخش اول کتاب را با دیکته کردن جملات به منشی خود رودلف هس این اثر را به وجود آورد. بخش دوم، پایان همان سال پس از آزادی زودهنگام او از زندان نوشته شد. با قدرت گرفتن ناسیونال سوسیالیست‌ها در آلمان، فروش و توزیع نبرد من نیز رواج گرفت. از اواسط دهه ۱۹۳۰ کتاب هیتلر به خرج دولت به زوج‌های تازه ازدواج کرده هدیه می‌شد، فروش نسخه‌های دست دوم کتاب ممنوع بود و تدریس آن در مدرسه‌ها به عنوان جزئی از برنامهٔ تبلیغاتی حزب ناسیونال سوسیالیست از همین دوران آغاز شد. از این کتاب تا پایان جنگ دوم جهانی نزدیک به یازده میلیون نسخه انتشار یافت که بخش اعظم آن یا رایگان توزیع، یا به اجبار خریداری شده‌ بود.
925, قانون اساسی ایالات متحده آمریکا, قانون اساسی ایالات متحده آمریکا که در تاریخ ۱۷۸۹ به تصویب رسید، یکی از قدیمی‌ترین قانون‌های اساسی موجود جهان است و در طول بیش از ۲۲۰ سال هنوز به قوت خود باقی است. در حقیقت هیچگاه قانون اساسی ایالات متحده تغییر نکرده و صرفاْ اصلاحیه‌هایی به آن افزوده شده‌است. به همین جهت، قانون اساسی این کشور از ثبات و انسجام فراوانی برخوردار است و به عنوان یک میراث ملی در میان مردم آمریکا شناخته می‌شود. اصول این قانون از ۷ فصل تشکیل شده که هر یک از فصول چندین بخش را در بر می‌گیرد. روح کلی حاکم بر قانون اساسی بر ۳ محور اصلی قرار دارد که به عنوان محورهای غیرقابل تغییر در نظر گرفته شده‌اند.
926, کشنده ترین بیماری ها و روش های پیشگیری از آن," در این کتاب به کشنده ترین بیماری ها و سرطان ها در ایران و نحوه پیشگیری و روش درمان آن اشاره میشود. شما با دانستن این اطلاعات میتوانید از بسیاری از بیماری های خطرناک پیشگیری کنید. سرفصل های این کتاب به شرح ذیل می باشد :, "
927, جنگ به روایت فرمانده," این کتاب مجموعه درس‌گفتارهای دکتر محسن رضایی، فرمانده سپاه پاسداران انقلاب اسلامی در دوران جنگ، در دوره‌های آموزشی روایت دفاع مقدس در سازمان بسیج دانشجویی در سال‌های ۱۳۸۳ و ۱۳۸۶ و نیز دوره آموزشی مدرسان درس آشنایی با دفاع مقدس در دانشگاه‌ها که در سال ۱۳۸۷ با تلاش شهید سردار احمد سوداگر با تلاش پژوهشگاه علوم و معارف دفاع مقدس دایر شد، می‌باشد که در قالب ده فصل تنظیم شده است و آخرین فصل آن شامل مقاله “توسعه تجربی در جنگ” دکتر محسن رضایی است. در پیشگفتار کتاب آمده است که تاریخ دفاع مقدس را می‌توان به روش‌های گوناگونی همچون روش “فرمانده‌محور”، “رویکردمحور”، و “موضوع‌محور”، بررسی کرد و کتاب حاضر ترکیبی از این روش‌ها است. مقدمه کتاب به قلم سردار سرلشکر پاسدار غلامعلی رشید است که در بخشی از آن، در توصیف قدرت فرماندهی محسن رضایی بیان شده است: «بسیاری از فرماندهان و سرداران و امیران در تفکر راهبردی و فرماندهی، مدیریت بحران، بن‌بست‌شکنی و بسیج نیروها و امکانات همچون سیل بنیان‌کن و پای کار آوردن آنها برعلیه دشمن، به گرد پای آقا محسن نخواهند رسید و درخشان‌ترین عملیات‌های جنگی خود را باید از او تقلید کنند. در آینده در نیروهای مسلح، کارها و اقدامات آقا محسن رضایی به‌عنوان یک سبک و مکتب دفاعی خواهد ماند و فرماندهان آینده با غرور باید کارها را “محسن‌وار” انجام دهند.»,کتاب شامل ده فصل با عناوین ذیل است:,فصل اول: جنگ ما قبل جنگ,فصل دوم: هجوم سراسری، توقف دشمن و توازن قوا,فصل سوم: عبور از بحران و تحول در جنگ,فصل چهارم: دوران عدم‌الفتح,فصل پنجم: دوره پیروزی‌های نهایی,فصل ششم: توقف در جنوب، تحرک در غرب,فصل هفتم: سال سرنوشت,فصل هشتم: تجزیه ‌و تحلیل حوادث پایان جنگ,فصل نهم: هویت انقلابی رزمندگان,فصل دهم: توسعه تجربی در جنگ, "
928, بیست هزار فرسنگ زیر دریا, بیست هزار فرسنگ زیر دریا داستان است، نوشته ژول ورن نویسنده علمی تخیلی فرانسوی که برخی او را به حق پدر ادبیات علمی-تخیلی خوانده‌اند. ناگهان توجه جهان به اعماق آبها جلب می‌شود. مردم جهان متوجه موجود ناشناسی می‌شوند، که در اعماق آب‌ها زندگی می‌کند. عده‌ای گمان می‌کنند او یک کوسه بزرگ است، عده دیگری هستند، که معتقدند، او نوعی هیولای دریایی ناشناخته‌است. اما کمتر کسی می‌تواند تصورش را بکند، که آن موجود، وسیله‌ایست ساخته دست بشر. این داستان برای نوجوانان به رشته تحریر درآمده است.
929, شهرهای ایران در روزگار پارتیان و ساسانیان,کتاب شهرهای ایران در روزگار پارتیان و ساسانیان تالیف بانو “نینا ویکتورینا پیگولوسکایا” از بر جسته‌ترین آثاری است که از سوی ایران‌شناسان شوروی درباره شهرهای غرب ایران در عصر اشکانیان و ساسانیان نوشته شده است. این کتاب زیر نظر موسسه تحقیقاتی دانشگاه سوربن تالیف و تدوین شده و به همت “کلود کاهن”(clikde cohen) از زبان روسی به فرانسه ترجمه شد. مترجم این اثر به زبان فارسی، عنایت‌الله رضا، متن روسی را ملاک کار خود قرار داده ولی از متن فرانسوی هم در کار ترجمه کمک گرفته است. این تحقیق از نظر بررسی شهرهای ایران و مقایسه اوضاع اقتصادی و اجتماعی عصر ملوک‌الطوایفی پارتیان و دوران وحدت ایران در روزگار ساسانیان اهمیت بسزایی دارد. این مجموعه همچنین در بردارنده مطالب جالبی در زمینه تقسیمات ارضی و دولتی ایران در ورزگار پارت و ساسانی است. “شهرهای ایران در روزگار پارتیان و ساسانیان” با همه ارزش و اهمیتی ولی مانند بسیاری از آثار تألیفی مورخان روسی از منظر ایدئولوژی مارکسیستی به پدیده‌ها و جریانات تاریخی می‌نگرد. این مهم اگرچه موارد استثنائی هم دارد اما در اکثر آثار نویسندگان روس به شکل قالبی ثابت تکرار می‌شود. از سوی دیگر برخی از این مورخین می‌کوشند به شکلی تاریخ جامعه بشری را در همه جا بدون توجه به شرایط اقلیمی و اجتماعی از مراحل نام‌گذاری شده معینی عبور دهند لذاست که مؤلف در این کتاب می‌کوشد نظام اجتماعی ایران در روزگار سلوکیان و پارتیان را نظام برده‌داری و نظام عهد ساسانی را نظام فئودالی معرفی کند. موضوع اصلی این کتاب پیگولوسکایا بررسی اوضاع و احوال شهرهای ایران به ویژه ایران غربی در روزگار پارتیان و ساسانیان است. به نظر وی: «”شهر” از پدیده‌های اجتماعی است و تصوری نسبتاً روشن درباره شهرها و نظام اجتماعی سرزمین‌های خاور نزدیک در دوره‌های معین، فقط از راه بررسی حوادث تاریخی از جمله بررسی سیاست خارج امکان پذیر است.
930, اسرار نسخه های پزشکی‎," یکی از مشکلاتی که عموم مردم با آن مواجه میشوند عدم خوانا بودن نسخه های پزشکی است که این امر در موارد متعددی منجر به مشکلات زیادی برای مصرف کنندگان شده است در این کتابچه کوچک سعی بر ان داشته ام تا اسرار و اصطلاحات که معمولا پزشکان از آن برای نسخه نویسی استفاده میکنند را برای شما کاملا ساده سازی کنم تا مورد استفاده هم عموم مردم , هم کاراموزان نسخه پیچی در دارو خانه ها و همه علاقمندان قرار گیرد بر خود لازم میدانم از زحمات خانمها فاطمه فیروزه ای و نسرین قنبری که در تدوین و ویرایش این مجموعه زحمات زیادی متحمل شدند تشکر نمایم در پایان امیدوارم این مجموعه مورد استفاده علاقمندان قرار گیرد"
931, طنز و شوخ طبعی ملانصرالدین, ملانصرالدین چند چهره دارد. او هم به صورت یک عاقل عمل می کند و هم به صورت یک سفیه. در نقش اول، هوشیاری و تدبیر، حاضر جوابی و تأثیر سخن نیک را تبلیغ کرده و در نقش دوم سفاهت را به آتش طنز می گیرد و عوام فریبی، ساده لوحی و موهومات، خرافات، تنبلی و زودباوری را به باد انتقاد می گیرد. نیچه وقتی در آغاز کتاب «چنین گفت زرتشت» می نویسد: کتابی برای همه کس و هیچ کس، دست به کاری ملانصرالدینی زده است. خود ملانصرالدین هم می تواند همه کس باشد و هیچ کس نباشد. ترک ها او را «خوجا» می نامند و می گویند مال ماست. عرب ها هم او را «جحا» می نامند و می گویند مال ماست. فارس ها هم او را «ملا» می نامند و می گویند مال ماست. پس میبینید که ملا مال همه کس هست و مال هیچ کس نیست. برای این که به این دعوا خاتمه دهیم، بهتر است بگوییم ملا نه مال ترک هاست، نه مال عرب ها و نه مال فارس ها، بلکه مال همه آنهاست. به عبارت دیگر ملانصرالدین متعلق به مشرق زمین است و جهان اسلام، درست مثل هزار و یک شب. ملا با خرش تمام جهان اسلام را گشته، به زبان های عربی، فارسی و ترکی حرف زده و حالا پایش به اروپا و آمریکا و جاهای دیگر هم باز شده و به زبان های اروپایی و جاهای دیگر هم حرف می زند. پس ملا ممکن است یک روز در قم باشد، یک روز در رم. یک روز در پاریس، یک روز در پاریز! یک روز در اسپانیا، یک روز در اصفهان. بهتر است بگذاریم ملا همچنان زنده بنماند و به همه جا سر بزند و به هر سوراخ سنبه ای سرک بکشد. ملا در لطیفه های خود حتی مرگ را هم دست انداخته است.
932, پیدایش انسان و عقاید داروین,هنگامی که داروین پس از اکتشاف مجدد نظریه ی تکامل موجودات زنده و اثبات قطعی آن و بیان نتیجه ی نهایی آن که اشتقاق انسان از حیوانات باشد ،پرداخت باران دشنام و اهانت بر سر او باریدن گرفت و از هر سوی مخالفت با وی آغاز گردید. ولی سرانجام به پیروزی او پایان یافت. انسان در طبیعت موجودی است ممتاز و شاهکار آفرینش پروردگار هرچه در جهان است برای رضای اوست ، و اوست که مرکز کائنات و کلیه ی موجودات طبیعت در پیرامون وجود او دور می زند.مرکزیت زمین و مرکزیت انسان مدت مدیدی افکار مردم را به خود مشغول داشت. در آغاز پیدایش دوره ی علمی جدید شالوده ی این عقاید درهم ریخته شد.
933, لغات و اصطلاحات تافل همراه با معنی‎, تافل به معنای آزمون انگلیسی به عنوان زبان بیگانه است، آزمونی است که میزان توانایی افراد را در زمینهٔ برقراری ارتباط به زبان انگلیسی در سطح دانشگاه‌ها و موسسات آموزشی می‌سنجد. این آزمون توسط موسسه ای‌تی‌اس (ETS) در دو نوع کاغذی و اینترنتی برگزار می‌شود و در بیش از نه هزار دانشگاه و موسسه از بیش از یکصدو سی کشور جهان مورد پذیرش قرار می‌گیرد. تافل اولین بار در سال ۱۹۶۴ برگزار شد و پس از آن تا کنون نزدیک به ۲۰ میلیون نفر در این آزمون شرکت کرده‌اند.در این کتاب بیش از ۱۷۰۰ لغت و اصطلاح تافل به همراه معنی فارسی آن گردآوری و طبقه بندی شده است.
934, مغازه داری حرفه ای," با توجه به تعداد مغازه در کشور ملاحظه می شود که نقش مغازه در پیشبرد امور فروش و بعنوان خط مقدم جبهه تولید بمراتب مهم تر و با اهمیت تر از نقش واحدهای تولیدی است. اشتباهی که تقریباً میان همه عمومیت دارد این است که مغازه را فقط به منزله محلی   می دانند که در آنجا می توان کالا فروخت. شاید به همین دلیل است که اگر کسی با هر میزان سواد و دانش اراده کند صبح فردا می تواند به راحتی از اتحادیه مربوطه مجوز کسب و کار اخذ کند بدون اینکه آموزش های لازم را سپری کرده باشد در حالی که مغازه به منزله ابزار کار است که میتوان کالا را با بهترین وضع و جالب ترین صورت و با مناسب ترین رفتار برای فروش عرضه نمود. این کتاب پایان مغازه داری سنتی و آغاز مغازه داری حرفه ای را به شما می آموزد. سرفصل کتاب :, "
935, هزار فامیل, زمان قاجار رشوه خواری اسم دیگر داشت. به جای رشوه « رسوم » می‌گفتند و پرداخت رسوم امری مرسوم شده بود. گویند روزی ناصرالدین شاه به مستوفی الممالک می گوید: این رسوم چیست؟ … جناب آقا به خونسردی جواب می‌دهد: یک چیز است به اسامی مختلف: در حضور مبارک، تقدیمی است. نزد علما، حق الجعاله. در بازار، حق العمل. به مستوفی‌ها که می‌رسد، اسمش رسوم است…
936, مریخی ها و ونوسی ها در اتاق خواب,دکتر جان گری در این اثر توضیح می‌دهد که چگونه با استفاده از مهارت‌های ارتباطی می‌توان آتش عشق و نشاط رابطه متعهدانه جنسی را حفظ کرد. خوانندگان با مطالعه این کتاب درمی‌یابند که چگونه با شناخت تفاوت‌های زنان و مردان و تلاش برای هماهنگ شدن می‌توان لذت بیشتری از زندگی برد. این کتاب گزیده ای از سخنرانی های دکتر جان گری در مورد روابط بین زوج ها و عوامل پایداری روابط مثبت آنان است.
937, خلاصه ی بیژن و منیژه,داستان بیژن و منیژه یکی از داستان‌های معروف کتاب شاهنامه، کتاب حماسی ایرانیان به زبان فارسی است. این داستان روایت عشق بیژن پسر گیو و منیژه دختر افراسیاب است. داستان بیژن و منیژه از داستان های زیبای شاهنامه ی فردوسی است.در این داستان، مهر و وفا و کینه و تنگ نظری، دوستی و دشمنی، نیکی و بدی ، دادگستری و بی عدالتی ، راستی و کژی، شادمانی و غم ، مردی و نامردانگی، روی در روی هم صف آرایی می کنند و سرانجام حق بر ناحق چیره می شود. پایان خوش داستان بر گیرایی آن افزوده است.از نگاه فردوسی ، پروردگار دادگستر که خود هدایتگر خلق است پیمودن راه راست را از همگان می خواهد؛ زیرا با اسباب عقل و دانش و دین ، آن را از راه کژ نمایان کرده است و کاری را در جهان بهتر از راستی نمی داند چنان که همه ی کاستی ها را از کژروی می داند
